weighted portfolio variance,weighted portfolio returns
0.038630,0.221698
0.038163,0.218894
0.026856,0.222273
0.019827,0.204397
0.034353,0.219788
0.043583,0.221045
0.026419,0.183513
0.019086,0.193266
0.029842,0.193952
0.038993,0.218957
0.048054,0.227743
0.025925,0.145502
0.030553,0.243256
0.017637,0.199865
0.043809,0.223213
0.044047,0.228115
0.031562,0.190267
0.048271,0.231702
0.022594,0.185839
0.029849,0.171180
0.021671,0.206045
0.029414,0.192841
0.031536,0.214527
0.018115,0.178193
0.024120,0.210796
0.022222,0.178112
0.044352,0.224493
0.047608,0.230248
0.031163,0.219298
0.032029,0.150441
0.021794,0.162281
0.028449,0.230067
0.026327,0.171668
0.020602,0.170655
0.038138,0.138358
0.027643,0.210970
0.033025,0.237124
0.029674,0.169305
0.018150,0.182513
0.049937,0.231244
0.030199,0.165217
0.029620,0.218839
0.019629,0.181318
0.027670,0.178228
0.031450,0.210686
0.033392,0.207856
0.039897,0.222361
0.034119,0.209409
0.021969,0.187798
0.026296,0.187440
0.028082,0.209849
0.020985,0.180001
0.019247,0.206986
0.031714,0.227781
0.027065,0.171933
0.024109,0.205297
0.038428,0.220373
0.042144,0.221147
0.030059,0.224597
0.026978,0.185176
0.045876,0.226903
0.040729,0.218664
0.037271,0.229390
0.037594,0.224010
0.022043,0.206099
0.022555,0.220654
0.031468,0.211842
0.047744,0.230236
0.018799,0.182716
0.022564,0.201161
0.024388,0.181574
0.031856,0.196504
0.031120,0.172262
0.026268,0.190064
0.027342,0.205949
0.048176,0.228702
0.048918,0.228533
0.031785,0.214518
0.040265,0.220955
0.034069,0.215168
0.027402,0.167590
0.026742,0.225698
0.022065,0.199660
0.027240,0.182956
0.033774,0.221900
0.027097,0.173077
0.025993,0.212912
0.039185,0.138957
0.026794,0.214941
0.046356,0.224768
0.040645,0.220245
0.023444,0.216870
0.020584,0.188319
0.040436,0.141895
0.020651,0.216199
0.046629,0.232079
0.025853,0.235880
0.047194,0.226369
0.038998,0.221061
0.037948,0.147968
0.020557,0.183660
0.021356,0.182423
0.026193,0.173823
0.030067,0.225248
0.023045,0.180314
0.041084,0.216219
0.025762,0.167582
0.025843,0.203968
0.034467,0.155569
0.029078,0.178767
0.026003,0.205649
0.039204,0.222312
0.030844,0.223670
0.022474,0.196087
0.019900,0.166887
0.049527,0.126564
0.030080,0.156665
0.028889,0.147645
0.018912,0.189022
0.034794,0.209247
0.035306,0.202512
0.040678,0.217054
0.022069,0.161229
0.031694,0.205484
0.046825,0.229204
0.017572,0.192103
0.049282,0.229681
0.039896,0.221277
0.031499,0.167426
0.023020,0.167512
0.028354,0.214338
0.030174,0.184907
0.038324,0.226727
0.039823,0.214130
0.037868,0.223757
0.023590,0.177946
0.019454,0.178597
0.051112,0.231423
0.040787,0.219640
0.037390,0.145807
0.024131,0.175038
0.024868,0.184068
0.024379,0.186778
0.037267,0.210905
0.034801,0.241574
0.048721,0.229789
0.028474,0.174300
0.040465,0.221969
0.040247,0.140390
0.032252,0.191128
0.026037,0.186925
0.027662,0.217495
0.028633,0.207560
0.046282,0.229731
0.025086,0.187042
0.026247,0.185285
0.020485,0.167480
0.021187,0.181351
0.019481,0.184990
0.028174,0.188349
0.031823,0.228693
0.025865,0.195332
0.041801,0.230804
0.038580,0.211905
0.031147,0.194083
0.032285,0.207835
0.032714,0.214768
0.029360,0.166991
0.021235,0.164872
0.032023,0.156328
0.031986,0.253447
0.049194,0.228737
0.031174,0.212512
0.019539,0.202874
0.032695,0.229988
0.025968,0.212083
0.029708,0.160145
0.027251,0.175450
0.021086,0.190329
0.017529,0.176241
0.018899,0.205584
0.022629,0.155602
0.023436,0.196616
0.023423,0.184138
0.022031,0.199766
0.034099,0.212249
0.051133,0.231315
0.035797,0.147872
0.027727,0.189595
0.019587,0.194956
0.034978,0.156336
0.020831,0.166070
0.030640,0.170444
0.035321,0.218749
0.022409,0.172950
0.051572,0.232603
0.029511,0.196348
0.029886,0.208102
0.020682,0.173443
0.029050,0.166812
0.028670,0.220904
0.045694,0.223600
0.038951,0.217931
0.042726,0.223592
0.044805,0.226528
0.029128,0.182892
0.019817,0.196194
0.019261,0.208956
0.018249,0.191678
0.021809,0.207194
0.024387,0.152188
0.018637,0.167391
0.036705,0.216746
0.029184,0.148775
0.037387,0.219516
0.031701,0.160216
0.025291,0.207154
0.023760,0.174632
0.029420,0.207811
0.036896,0.222409
0.017870,0.186975
0.018458,0.186697
0.046437,0.228370
0.036450,0.149831
0.042159,0.227353
0.024997,0.146988
0.051530,0.232015
0.026281,0.212461
0.034195,0.212930
0.034440,0.210414
0.035087,0.154421
0.048557,0.230916
0.029794,0.139062
0.021980,0.188319
0.034510,0.223437
0.026591,0.188349
0.021045,0.198526
0.036289,0.153008
0.020934,0.182189
0.020039,0.180845
0.023092,0.219787
0.028299,0.196026
0.037695,0.216437
0.032215,0.152440
0.033410,0.211284
0.019568,0.179356
0.025427,0.223515
0.024329,0.185814
0.049793,0.230837
0.019775,0.207088
0.031099,0.221741
0.035622,0.204487
0.042696,0.224539
0.025144,0.175219
0.019761,0.179541
0.025780,0.190947
0.034833,0.205582
0.045196,0.228236
0.022571,0.196264
0.017969,0.183131
0.020304,0.192932
0.017300,0.185638
0.048760,0.228670
0.040569,0.226481
0.033065,0.158927
0.038524,0.215173
0.022462,0.181711
0.029929,0.159949
0.045671,0.224508
0.027074,0.154501
0.022539,0.187798
0.029140,0.211491
0.037141,0.221826
0.034433,0.233313
0.026166,0.194799
0.028644,0.158283
0.020085,0.173909
0.037091,0.218620
0.026741,0.198409
0.043952,0.224717
0.037362,0.213914
0.047918,0.227341
0.027885,0.227267
0.023036,0.198633
0.039650,0.224584
0.028392,0.232068
0.021940,0.197501
0.017693,0.190540
0.032945,0.204964
0.033473,0.211696
0.027776,0.215158
0.036677,0.213468
0.017913,0.193668
0.039773,0.220866
0.039990,0.224647
0.021414,0.189907
0.023445,0.222856
0.020563,0.211439
0.019585,0.200042
0.028866,0.168307
0.023151,0.210389
0.040161,0.221278
0.051695,0.123365
0.024043,0.208478
0.025615,0.163221
0.050691,0.230831
0.019635,0.194443
0.027332,0.160423
0.021342,0.178949
0.035939,0.214355
0.032694,0.198723
0.028508,0.180881
0.045130,0.223764
0.034277,0.212359
0.035493,0.207650
0.019038,0.184216
0.041356,0.222087
0.033358,0.227416
0.036133,0.144774
0.034209,0.236731
0.031683,0.210146
0.034975,0.204104
0.026748,0.152168
0.030817,0.195361
0.047098,0.229691
0.025396,0.206540
0.038009,0.233220
0.033490,0.155822
0.022462,0.177117
0.034629,0.154263
0.040347,0.128374
0.040730,0.215486
0.026764,0.213288
0.022350,0.187642
0.017379,0.185014
0.038514,0.237209
0.027935,0.181890
0.018823,0.175864
0.025393,0.219180
0.033249,0.157841
0.049316,0.231114
0.039118,0.133152
0.025571,0.151169
0.031453,0.184048
0.029932,0.192996
0.023634,0.212777
0.029416,0.199553
0.020638,0.197844
0.028779,0.194422
0.028821,0.167795
0.030946,0.192431
0.029334,0.167544
0.037403,0.222934
0.032834,0.150697
0.035006,0.201339
0.023457,0.203385
0.050992,0.231355
0.024543,0.174124
0.046238,0.230193
0.048939,0.229260
0.032789,0.213187
0.035820,0.218599
0.027290,0.164181
0.026625,0.202811
0.033859,0.198994
0.033738,0.224821
0.049372,0.229204
0.030515,0.219179
0.031759,0.223228
0.038199,0.223977
0.027939,0.225496
0.029293,0.158900
0.021900,0.184820
0.019454,0.169782
0.028975,0.205102
0.040102,0.136084
0.022595,0.162710
0.028386,0.155082
0.027114,0.154788
0.020445,0.166254
0.018873,0.188190
0.039873,0.219620
0.020378,0.164676
0.028817,0.140840
0.033186,0.202986
0.045652,0.225896
0.024581,0.222016
0.031191,0.205045
0.040942,0.215837
0.018173,0.181904
0.020240,0.209493
0.040589,0.224110
0.026489,0.229725
0.035610,0.145364
0.023080,0.210875
0.037569,0.217895
0.036082,0.216538
0.022595,0.229992
0.021140,0.183397
0.024865,0.216735
0.037138,0.245484
0.030345,0.199754
0.021067,0.186033
0.051566,0.231884
0.033593,0.202359
0.033417,0.217961
0.021070,0.186855
0.048182,0.228251
0.018819,0.175841
0.020908,0.171480
0.022647,0.197487
0.020375,0.205928
0.020371,0.171457
0.020245,0.185700
0.027763,0.218399
0.028265,0.217805
0.037598,0.209140
0.024406,0.224157
0.052023,0.232479
0.026437,0.163013
0.026201,0.152889
0.029594,0.245697
0.023227,0.212103
0.029258,0.234327
0.017280,0.186442
0.029501,0.237092
0.043200,0.130896
0.020021,0.188831
0.022380,0.168486
0.020810,0.191374
0.039067,0.225955
0.019640,0.200539
0.037542,0.234936
0.030405,0.201640
0.025158,0.211954
0.026823,0.187200
0.041169,0.140833
0.027436,0.214299
0.040080,0.215229
0.045231,0.225358
0.039380,0.218789
0.045309,0.130785
0.031852,0.237654
0.025871,0.186178
0.026168,0.185174
0.033954,0.147924
0.021755,0.191042
0.027870,0.208088
0.017531,0.172230
0.031025,0.187441
0.020695,0.188689
0.044058,0.227480
0.051329,0.231840
0.028511,0.146015
0.033825,0.199248
0.030428,0.189967
0.019340,0.205530
0.036897,0.214776
0.024569,0.198730
0.018613,0.182275
0.025647,0.193634
0.025833,0.187681
0.025395,0.176068
0.026658,0.163689
0.030085,0.200317
0.022695,0.171976
0.026097,0.194548
0.045882,0.226818
0.026748,0.206172
0.046957,0.225677
0.050693,0.231365
0.022498,0.210543
0.022278,0.187632
0.034340,0.217513
0.022340,0.187516
0.020052,0.197050
0.024855,0.200722
0.021452,0.211441
0.028717,0.194579
0.025347,0.208247
0.037351,0.148440
0.021577,0.170075
0.032792,0.208201
0.045849,0.225028
0.022933,0.151829
0.040895,0.139530
0.050347,0.231431
0.025418,0.166278
0.025330,0.219376
0.018476,0.199067
0.020477,0.190743
0.030282,0.183317
0.019322,0.174371
0.030205,0.190930
0.035023,0.224345
0.028233,0.208198
0.019586,0.187880
0.036267,0.154331
0.027367,0.205059
0.040899,0.138603
0.018772,0.182773
0.027131,0.165718
0.046749,0.227269
0.019410,0.192988
0.019996,0.184570
0.033217,0.248902
0.022651,0.178305
0.019821,0.170509
0.030799,0.213497
0.033217,0.143558
0.028784,0.160871
0.032723,0.164018
0.046128,0.226434
0.020080,0.193979
0.023322,0.177796
0.050093,0.230450
0.027624,0.223760
0.028883,0.215277
0.037454,0.211621
0.024258,0.182375
0.028564,0.197967
0.033179,0.199025
0.027184,0.161609
0.039279,0.224891
0.019962,0.194137
0.025270,0.211025
0.025232,0.221087
0.023376,0.187685
0.027351,0.197464
0.036029,0.205402
0.025336,0.174594
0.044299,0.230362
0.038001,0.228884
0.025330,0.168456
0.026429,0.168147
0.051266,0.231914
0.029499,0.167116
0.036186,0.151067
0.025266,0.202156
0.023570,0.187820
0.032220,0.153654
0.024441,0.192584
0.035509,0.226756
0.022563,0.201813
0.026026,0.172668
0.017389,0.178405
0.018326,0.207652
0.021138,0.167970
0.024520,0.194952
0.026298,0.221923
0.027815,0.197735
0.045243,0.226106
0.021171,0.193600
0.034903,0.231193
0.021820,0.199133
0.034352,0.155630
0.031755,0.209758
0.030205,0.155151
0.046170,0.229275
0.019196,0.173590
0.025147,0.173927
0.040773,0.224959
0.029292,0.179597
0.023198,0.225999
0.027461,0.207870
0.023786,0.198536
0.026552,0.211434
0.024065,0.204319
0.023852,0.182786
0.038662,0.217761
0.049257,0.229821
0.047065,0.225734
0.025175,0.193753
0.027874,0.204370
0.040228,0.225666
0.036528,0.229946
0.032649,0.157504
0.030435,0.145359
0.025279,0.180657
0.019902,0.197795
0.028173,0.235060
0.020563,0.197935
0.048482,0.232659
0.024904,0.223692
0.016251,0.185766
0.030072,0.205406
0.050990,0.231252
0.020480,0.198918
0.019505,0.175462
0.049824,0.229731
0.048704,0.228387
0.031426,0.183888
0.039874,0.136678
0.033306,0.198085
0.050743,0.231447
0.026852,0.206280
0.021256,0.208461
0.019995,0.192656
0.047642,0.228999
0.048164,0.233836
0.025585,0.158039
0.018164,0.191393
0.033800,0.212147
0.021450,0.158221
0.027648,0.145063
0.026540,0.188834
0.020373,0.199636
0.029019,0.174588
0.030915,0.146634
0.046085,0.225308
0.028506,0.208454
0.018896,0.197960
0.028540,0.220854
0.020372,0.179162
0.025198,0.183689
0.024260,0.150885
0.021256,0.177376
0.042195,0.222462
0.032614,0.246210
0.027440,0.167395
0.029331,0.147766
0.019724,0.193346
0.037188,0.208404
0.048780,0.228128
0.032146,0.219950
0.016859,0.187350
0.023470,0.195479
0.044122,0.230003
0.026636,0.232177
0.041459,0.227587
0.022867,0.171795
0.017950,0.190236
0.031007,0.213662
0.029139,0.205452
0.047822,0.228253
0.041774,0.233950
0.020219,0.181954
0.024881,0.194055
0.019866,0.170811
0.018937,0.172280
0.033127,0.151606
0.035520,0.212544
0.022161,0.188160
0.032011,0.200095
0.021039,0.158673
0.025014,0.212901
0.032314,0.230856
0.037394,0.218930
0.043918,0.226573
0.042544,0.239059
0.018502,0.190749
0.036026,0.218008
0.026299,0.215806
0.030756,0.216567
0.028926,0.212590
0.031058,0.206506
0.030721,0.196039
0.034910,0.212486
0.032234,0.164713
0.023872,0.184461
0.020451,0.202183
0.023753,0.163611
0.032869,0.160439
0.036941,0.135074
0.028062,0.183453
0.022144,0.220551
0.022436,0.154033
0.028698,0.194197
0.019453,0.169290
0.024609,0.220698
0.025531,0.197258
0.032828,0.172403
0.025916,0.149840
0.032550,0.216436
0.028451,0.157429
0.026383,0.215941
0.020009,0.170902
0.019117,0.168741
0.025165,0.203927
0.037849,0.219614
0.015983,0.185641
0.033143,0.200418
0.025350,0.173652
0.043261,0.133188
0.034152,0.222905
0.022223,0.195936
0.026875,0.185116
0.026903,0.175657
0.024289,0.160386
0.019915,0.196952
0.025698,0.214597
0.021876,0.220524
0.018209,0.202299
0.030635,0.191634
0.044069,0.232073
0.046240,0.228340
0.022468,0.160583
0.047838,0.226976
0.047608,0.226435
0.022568,0.148606
0.023196,0.206160
0.050284,0.231461
0.046921,0.229147
0.021861,0.166339
0.035141,0.208521
0.034211,0.151108
0.050580,0.231062
0.020537,0.201898
0.031085,0.209406
0.020189,0.207094
0.020579,0.168481
0.018619,0.181328
0.033406,0.153984
0.025487,0.162037
0.036192,0.209940
0.033582,0.207318
0.029143,0.186466
0.023152,0.205729
0.034951,0.202011
0.029515,0.217300
0.044581,0.137588
0.032485,0.225420
0.039415,0.224708
0.044897,0.229512
0.032507,0.203408
0.040744,0.222095
0.016708,0.177682
0.041071,0.227387
0.021709,0.161854
0.044570,0.227102
0.038220,0.230703
0.022586,0.215917
0.020544,0.172506
0.037860,0.231895
0.030522,0.196097
0.022378,0.186741
0.033379,0.198376
0.033247,0.150377
0.021603,0.170477
0.041809,0.138179
0.025667,0.170037
0.027615,0.161894
0.028473,0.218741
0.036485,0.213804
0.023432,0.208613
0.026013,0.152596
0.029489,0.212656
0.021934,0.180264
0.024462,0.168358
0.023032,0.190616
0.046994,0.226381
0.043789,0.224090
0.028760,0.167557
0.022559,0.187048
0.042972,0.229892
0.021311,0.171120
0.038037,0.227041
0.032983,0.208765
0.026353,0.207244
0.031734,0.209365
0.035189,0.205062
0.029541,0.215182
0.023202,0.216043
0.028376,0.176773
0.049954,0.229972
0.028465,0.197740
0.021439,0.183803
0.041973,0.221368
0.049151,0.229114
0.037487,0.222236
0.051919,0.232370
0.028109,0.234300
0.019202,0.177051
0.019036,0.174721
0.034492,0.209483
0.035143,0.224264
0.023539,0.154890
0.033650,0.170191
0.025317,0.222142
0.046652,0.228219
0.047093,0.226484
0.029962,0.229012
0.032901,0.210724
0.029506,0.164816
0.030015,0.175004
0.040227,0.150408
0.019739,0.190264
0.035520,0.215516
0.029324,0.200542
0.030713,0.165003
0.039947,0.218029
0.018486,0.195007
0.029402,0.190035
0.032994,0.150138
0.020311,0.141326
0.026517,0.237874
0.050218,0.230249
0.034050,0.203519
0.018457,0.202133
0.029915,0.185788
0.024607,0.206636
0.050233,0.230786
0.026438,0.192614
0.028749,0.206751
0.033958,0.212785
0.043004,0.222694
0.052023,0.232471
0.034445,0.211906
0.019465,0.174688
0.041450,0.218353
0.020217,0.181325
0.020381,0.202104
0.026633,0.174364
0.042324,0.218681
0.017076,0.182533
0.027331,0.187425
0.025435,0.220926
0.018638,0.180970
0.021108,0.198916
0.026226,0.154688
0.023299,0.163211
0.045952,0.228797
0.038115,0.220986
0.046594,0.225435
0.023879,0.146755
0.045262,0.225773
0.033615,0.199673
0.050765,0.231027
0.034068,0.213098
0.029336,0.187730
0.023419,0.196467
0.017105,0.192821
0.023901,0.159069
0.030124,0.157102
0.033283,0.153666
0.032095,0.158909
0.043869,0.228594
0.031880,0.167319
0.034181,0.219679
0.026593,0.169833
0.047336,0.228747
0.041427,0.221320
0.028036,0.183527
0.023765,0.212843
0.032822,0.149914
0.027653,0.183383
0.041889,0.219837
0.043074,0.225360
0.024232,0.193998
0.032031,0.153108
0.048844,0.229543
0.023008,0.208585
0.030437,0.166497
0.051742,0.232159
0.043888,0.223485
0.029000,0.227831
0.048627,0.229203
0.019386,0.164756
0.015843,0.160693
0.033417,0.228223
0.039246,0.227973
0.032451,0.146442
0.026580,0.181681
0.039115,0.215735
0.029591,0.202930
0.025512,0.224058
0.037263,0.148513
0.024220,0.221361
0.029365,0.146056
0.024041,0.194852
0.017968,0.177156
0.035095,0.203577
0.031232,0.157768
0.038926,0.141842
0.019765,0.198338
0.031919,0.228707
0.048046,0.227116
0.020823,0.158832
0.028806,0.212747
0.019233,0.166229
0.025075,0.232439
0.028743,0.193755
0.020769,0.164799
0.017874,0.175440
0.045028,0.229882
0.029370,0.178222
0.021520,0.205980
0.021868,0.156422
0.028189,0.216895
0.035569,0.206239
0.025946,0.174339
0.033275,0.222562
0.036950,0.146421
0.022737,0.180766
0.029136,0.195849
0.023775,0.185764
0.044903,0.226945
0.020275,0.210172
0.027804,0.180583
0.022943,0.198202
0.024214,0.220322
0.020972,0.177569
0.020694,0.205537
0.021236,0.198686
0.035999,0.228044
0.037468,0.221250
0.021735,0.211355
0.033151,0.196671
0.019894,0.204439
0.024082,0.183136
0.037908,0.228554
0.049030,0.126695
0.039305,0.215243
0.024593,0.203530
0.032472,0.208859
0.030284,0.163312
0.030512,0.205600
0.033390,0.155331
0.024290,0.214421
0.020813,0.209062
0.033942,0.218023
0.042884,0.226659
0.021133,0.173368
0.029223,0.221789
0.017604,0.172606
0.026660,0.177191
0.022779,0.212054
0.025693,0.185581
0.022874,0.181922
0.032648,0.212922
0.021997,0.200333
0.031319,0.213118
0.034963,0.212922
0.047430,0.228328
0.025806,0.197838
0.033254,0.154948
0.022431,0.199835
0.035698,0.218819
0.046097,0.229886
0.031132,0.179729
0.034320,0.199738
0.051723,0.232136
0.033779,0.199437
0.019426,0.193153
0.035572,0.207765
0.043145,0.226952
0.024278,0.155161
0.050719,0.231197
0.042084,0.135329
0.024779,0.215117
0.051623,0.231996
0.027656,0.238246
0.026689,0.170258
0.028137,0.206465
0.025297,0.190557
0.031210,0.219046
0.022970,0.214998
0.047192,0.226578
0.042697,0.228969
0.018848,0.182106
0.047119,0.228034
0.031663,0.198731
0.030377,0.238272
0.031185,0.217985
0.025695,0.204948
0.024364,0.195148
0.030141,0.183300
0.027560,0.167001
0.045504,0.226704
0.026328,0.213160
0.027389,0.198895
0.031256,0.172183
0.041143,0.219019
0.036938,0.207258
0.031353,0.187736
0.048097,0.231113
0.027685,0.210312
0.027491,0.178077
0.021419,0.204355
0.049464,0.229428
0.023577,0.162107
0.051589,0.232301
0.050266,0.231368
0.033680,0.158850
0.028165,0.184903
0.032739,0.203576
0.029667,0.248032
0.032458,0.208614
0.034196,0.199322
0.022540,0.190014
0.026500,0.214244
0.036724,0.211536
0.049067,0.230737
0.045158,0.227730
0.026341,0.181150
0.022828,0.208041
0.031657,0.210978
0.039052,0.214319
0.019374,0.169284
0.019205,0.167540
0.022053,0.196721
0.045363,0.223435
0.019283,0.182880
0.033126,0.208649
0.028209,0.205563
0.036403,0.149881
0.023704,0.171509
0.031281,0.192411
0.018065,0.176618
0.025271,0.195768
0.022528,0.215335
0.029093,0.170872
0.024600,0.206402
0.030499,0.210602
0.017975,0.184891
0.025548,0.201090
0.026601,0.212286
0.045409,0.223145
0.028506,0.220646
0.030257,0.182492
0.031027,0.162853
0.030073,0.175076
0.019785,0.184276
0.029448,0.173314
0.022458,0.155886
0.038739,0.215403
0.030805,0.148674
0.024392,0.218632
0.032039,0.153651
0.030499,0.172829
0.044461,0.224474
0.029122,0.184196
0.039688,0.218316
0.028263,0.226696
0.033800,0.151597
0.027545,0.196154
0.042562,0.230898
0.029131,0.167211
0.037161,0.217462
0.025506,0.209737
0.032273,0.198770
0.025457,0.191946
0.030240,0.211630
0.034355,0.209955
0.031461,0.218132
0.030399,0.173054
0.034203,0.215443
0.025860,0.185616
0.027637,0.212936
0.050350,0.232532
0.025790,0.177663
0.044106,0.226930
0.033653,0.238066
0.027147,0.207305
0.022060,0.210131
0.037400,0.222683
0.027511,0.173640
0.024461,0.194167
0.018080,0.200223
0.036698,0.214713
0.034458,0.224508
0.026157,0.237812
0.024581,0.184018
0.032924,0.213964
0.033766,0.206577
0.020932,0.204944
0.020185,0.185401
0.024816,0.227419
0.022826,0.210405
0.029325,0.187332
0.019694,0.168928
0.050947,0.232003
0.022523,0.161282
0.032987,0.162283
0.020442,0.173303
0.024233,0.217365
0.021558,0.197161
0.021554,0.156465
0.043153,0.136603
0.026551,0.184188
0.046065,0.224736
0.030312,0.204572
0.030520,0.189315
0.031729,0.208034
0.023461,0.208113
0.032828,0.228897
0.026345,0.181432
0.022890,0.197246
0.024779,0.197327
0.020811,0.211347
0.045741,0.224214
0.033325,0.161058
0.029371,0.218361
0.042630,0.223740
0.021188,0.172517
0.030301,0.193751
0.022469,0.194875
0.022917,0.195698
0.033724,0.215979
0.027580,0.178206
0.031789,0.189238
0.029327,0.163138
0.023786,0.222409
0.041823,0.220549
0.025337,0.187953
0.016540,0.171557
0.025402,0.219501
0.049870,0.232555
0.024734,0.181263
0.022476,0.171898
0.030388,0.143705
0.019060,0.184967
0.028755,0.171340
0.025541,0.192406
0.019092,0.193306
